review_reason,symbol,company_name,fmp_sector,fmp_industry,market_cap_b,mcap_tier,description,l1,l2,l3_themes,business_role,prefill_source,confidence,needs_review,boss_notes
ok,STLA,Stellantis N.V.,Consumer Cyclical,Auto - Manufacturers,,,"Stellantis N.V. engages in the design, engineering, manufacturing, distribution, and sale of automobiles and light commercial vehicles, engines, transmission systems, metallurgical products, and production systems worldwide. It provides luxury, premium, and mainstream passenger vehicles; pickup trucks, sport utility vehicles, and commercial vehicles; and parts and services, as well as retail and dealer financing, leasing, and rental services. The company offers its products under the Abarth, Alf",自动驾驶与机器人,电动车整车,,,rule,0.70,0,
ok,STRD,MicroStrategy Incorporated 10.00% Series A Perpetual Stride Preferred Stock,Financial Services,Financial - Capital Markets,,,"MicroStrategy Incorporated, together with its subsidiaries, provides artificial intelligence-powered enterprise analytics software and services in the United States, Europe, the Middle East, Africa, and internationally. It offers Strategy One, which provides non-technical users with the ability to directly access novel and actionable insights for decision-making; HyperIntelligence, a context-based, click-free insights to the user by hovering over keywords on the screen; and Enterprise Semantic G",金融,投资银行与交易,,,rule,0.70,0,
ok,TFII,TFI International Inc.,Industrials,Trucking,,,"TFI International Inc. provides transportation and logistics services in the United States, Canada, and Mexico. The company operates through Package and Courier, Less-Than-Truckload (LTL), Truckload (TL), and Logistics segments. The Package and Courier segment engages in the pickup, transport, and delivery of items. The LTL segment is involved in the pickup, consolidation, transportation, and delivery of smaller loads. The TL segment offers expedited transportation, flatbed, tank container, and ",工业与航天,物流与航运,,,rule,0.70,0,
ok,THC,Tenet Healthcare Corporation,Healthcare,Medical - Care Facilities,,,"Tenet Healthcare Corporation operates as a diversified healthcare services company. The company operates in three segments: Hospital Operations and Other, Ambulatory Care, and Conifer. Its general hospitals offer acute care services, operating and recovery rooms, radiology and respiratory therapy services, clinical laboratories, and pharmacies. The company also provides intensive and critical care, and coronary care units; cardiovascular, digestive disease, neurosciences, musculoskeletal, and ob",创新药与生命科学,医保健康服务,,,rule,0.70,0,
ok,TIGO,Millicom International Cellular S.A.,Communication Services,Telecommunications Services,,,"Millicom International Cellular S.A. provides cable and mobile services in Latin America and Africa. The company offers mobile services, including mobile data and voice; short message service; and mobile financial services, such as payments, money transfers, international remittances, savings, real-time loans, and micro-insurance. It also provides cable and other fixed services, including broadband, content, fixed voice, and pay-TV to residential consumers; and fixed, managed services, cloud and",互联网与软件,电信运营商,,,rule,0.70,0,
ok,TIMB,TIM S.A.,Communication Services,Telecommunications Services,,,"TIM S.A., a telecommunications company, provides mobile voice and data services, broadband internet access, value-added services, and other telecommunications services and products in Brazil. The company offers services for individuals, as well as corporate solutions for small, medium, and large companies. It also offers fixed-line ultra-broadband and TIM Live services, as well as WTTx technology through Ultrafibra services and IoT solutions. In addition, the company provides digital content and",互联网与软件,电信运营商,,,rule,0.70,0,
ok,TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,,,"TKO Group Holdings, Inc. operates as a sports and entertainment company. It operates through four segments: Media and Content, Live Events, Sponsorships, and Consumer Products Licensing. The company produces live events, television programs, and long-form and short-form video content across various platforms, including broadcast, pay television, and streaming, as well as digital and social media across approximately 170 countries. It is involved in the merchandising of video games, apparel, equi",互联网与软件,流媒体与内容,,,rule,0.70,0,
ok,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecommunications Services,,,"Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk provides telecommunications, informatics, and network services worldwide. The company's Mobile segment offers mobile voice, SMS, and mobile broadband services; and digital services, including financial services, video on demand, music, gaming, IoT, big data analytics, and digital advertising services. Its Consumer segment provides fixed voice and broadband services; and IPTV and related consumer digital services. The company's Enterp",互联网与软件,电信运营商,,,rule,0.70,0,
ok,TLN,Talen Energy Corporation,Utilities,Independent Power Producers,,,"Talen Energy Corporation, an independent power producer and infrastructure company, produces and sells electricity, capacity, and ancillary services into wholesale power markets in the United States. The company operates nuclear, fossil, solar, and coal power plants. It is also developing battery storage projects. The company owns and operates approximately 10.7 GW of power infrastructure. Talen Energy Corporation is headquartered in Houston, Texas.",地产与公用,电力与公用,,,rule,0.70,0,
ok,TPG,TPG Inc.,Financial Services,Asset Management,,,"TPG Inc. operates as an alternative asset manager worldwide. It offers investment management services to unconsolidated funds, collateralized loan obligations, and other vehicles; monitoring services to portfolio companies; advisory services, debt and equity arrangements, and underwriting and placement services; and capital structuring and other advisory services to portfolio companies. The company invests in private equity funds, real estate funds, fund of hedge funds, and credit funds. TPG Inc",金融,资产管理,,,rule,0.70,0,
ok,TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,,,"T. Rowe Price Group, Inc. is a publicly owned investment manager. The firm provides its services to individuals, institutional investors, retirement plans, financial intermediaries, and institutions. It launches and manages equity and fixed income mutual funds. The firm invests in the public equity and fixed income markets across the globe. It employs fundamental and quantitative analysis with a bottom-up approach. The firm utilizes in-house and external research to make its investments. It empl",金融,资产管理,,,rule,0.70,0,
ok,TSN,"Tyson Foods, Inc.",Consumer Defensive,Agricultural Farm Products,,,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods. The company processes live fed cattle and live market hogs; fabricates dressed beef and pork carcasses into primal and sub-primal meat cuts, as well as case ready beef and pork, and fully cooked meats; raises and processes chickens into fresh, frozen, and value-added chicken products; and supplies poultry breeding stock; sells specia",能源与材料,农产与化肥,,,rule,0.70,0,
ok,TU,TELUS Corporation,Communication Services,Telecommunications Services,,,"TELUS Corporation, together with its subsidiaries, provides a range of telecommunications and information technology products and services in Canada. It operates through Technology Solutions and Digitally-Led Customer Experiences segments. The Technology Solutions segment offers a range of telecommunications products and services; network revenue; mobile technologies equipment sale; data revenues, such as internet protocol; television; hosting, managed information technology, and cloud-based ser",互联网与软件,电信运营商,,,rule,0.70,0,
ok,TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,,,"Texas Roadhouse, Inc., together with its subsidiaries, operates casual dining restaurants in the United States and internationally. The company operates and franchises restaurants under the Texas Roadhouse, Bubba's 33, and Jaggers names. As of December 28, 2021, it operated 566 domestic restaurants and 101 franchise restaurants. Texas Roadhouse, Inc. was founded in 1993 and is based in Louisville, Kentucky.",消费与零售,餐饮,,,rule,0.70,0,
ok,TXT,Textron Inc.,Industrials,Aerospace & Defense,,,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses. The company's Textron Aviation segment manufactures, sells, and services business jets, turboprop and piston engine aircraft, and military trainer and defense aircraft; and offers maintenance, inspection, and repair services, as well as sells commercial parts. Its Bell segment supplies military and commercial helicopters, tiltrotor aircrafts, and related spare parts and services. The company's Textron Systems seg",工业与航天,航空航天与国防,,,rule,0.70,0,
ok,UNM,Unum Group,Financial Services,Insurance - Life,,,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions primarily in the United States, the United Kingdom, and Poland. It operates through Unum US, Unum International, Colonial Life, and Closed Block segments. The company offers group long-term and short-term disability, group life, and accidental death and dismemberment products; supplemental and voluntary products, such as individual disability, voluntary benefits, and dental and vision products; and accide",金融,保险,,,rule,0.70,0,
ok,USFD,US Foods Holding Corp.,Consumer Defensive,Food Distribution,,,"US Foods Holding Corp., through its subsidiary, US Foods, Inc., markets and distributes fresh, frozen, and dry food and non-food products to foodservice customers in the United States. The company's customers include independently owned single and multi-unit restaurants, regional concepts, national restaurant chains, hospitals, nursing homes, hotels and motels, country clubs, government and military organizations, colleges and universities, and retail locations. As of July 06, 2022, it operated ",消费与零售,必需消费品,,,rule,0.70,0,
ok,VCX,"Fundrise Growth Tech Fund, LLC",Financial Services,Asset Management,,,"Fundrise Growth Tech Fund, LLC is a private equity/ venture capital fund specialized in directly investing.",金融,资产管理,,,rule,0.70,0,
ok,VIRT,"Virtu Financial, Inc.",Financial Services,Financial - Capital Markets,,,"Virtu Financial, Inc., a financial services company, provides data, analytics, and connectivity products to clients worldwide. The company operates in two segments, Market Making and Execution Services. Its product suite includes offerings in execution, liquidity sourcing, analytics and broker-neutral, and multi-dealer platforms in workflow technology. The company's solutions enable clients to trade on various venues across countries and in multiple asset classes, including global equities, ETFs",金融,投资银行与交易,,,rule,0.70,0,
ok,VNOM,"Viper Energy, Inc.",Energy,Oil & Gas Midstream,,,"Viper Energy Partners LP owns, acquires, and exploits oil and natural gas properties in North America. As of December 31, 2021, it had mineral interests in 27,027 net royalty acres in the Permian Basin and Eagle Ford Shale; and estimated proved oil and natural gas reserves of 127,888 thousand barrels of crude oil equivalent. Viper Energy Partners GP LLC operates as the general partner of the company. The company was founded in 2013 and is based in Midland, Texas. Viper Energy Partners LP is a su",能源与材料,综合油气,,,rule,0.70,0,
ok,VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,,,"Viatris Inc. operates as a healthcare company worldwide. The company operates in four segments: Developed Markets, Greater China, JANZ, and Emerging Markets. It offers prescription brand drugs, generic drugs, complex generic drugs, biosimilars, and active pharmaceutical ingredients (APIs). The company offers drugs in various therapeutic areas, including noncommunicable and infectious diseases; biosimilars in the areas of oncology, immunology, endocrinology, ophthalmology, and dermatology; and AP",创新药与生命科学,大型制药,,,rule,0.70,0,
ok,WAT,Waters Corporation,Healthcare,Medical - Diagnostics & Research,,,"Waters Corporation, a specialty measurement company, provides analytical workflow solutions in Asia, the Americas, and Europe. It operates through two segments, Waters and TA. The company designs, manufactures, sells, and services high and ultra-performance liquid chromatography, as well as mass spectrometry (MS) technology systems and support products, including chromatography columns, other consumable products, and post-warranty service plans. It also designs, manufactures, sells, and services",创新药与生命科学,生命科学工具与CRO,,,rule,0.70,0,
ok,WBS,Webster Financial Corporation,Financial Services,Banks - Regional,,,"Webster Financial Corporation operates as the bank holding company for Webster Bank, National Association that provides a range of banking, investment, and financial services to individuals, families, and businesses in the United States. It operates through three segments: Commercial Banking, HSA Bank, and Retail Banking. The Commercial Banking segment provides lending, deposit, and cash management services; commercial and industrial lending and leasing, commercial real estate lending, equipment",金融,大型综合银行,,,rule,0.70,0,
ok,WES,"Western Midstream Partners, LP",Energy,Oil & Gas Midstream,,,"Western Midstream Partners, LP, a midstream energy company, together with its subsidiaries, acquires, owns, develops, and operates primarily in the United States. It is involved in gathering, compressing, treating, processing, and transporting natural gas; gathering, stabilizing, and transporting condensate, natural gas liquids (NGLs), and crude oil; and gathering and disposing produced water. It also buys and sells natural gas, NGLs, and condensate. The company operates assets located in Texas,",能源与材料,综合油气,,,rule,0.70,0,
ok,WF,Woori Financial Group Inc.,Financial Services,Banks - Regional,,,"Woori Financial Group Inc., together with its subsidiaries, operates as a commercial bank that provides a range of financial services to individual, business, and institutional customers in Korea. It operates through Banking, Credit Card, Capital, Investment Banking, and Others segments. The company offers savings, demand, and installment deposits; time deposits and certificates of deposit; and working capital, facilities, general purpose household, mortgage, and home equity loans. It also offer",金融,大型综合银行,,,rule,0.70,0,
ok,WLK,Westlake Corporation,Basic Materials,Chemicals - Specialty,,,"Westlake Corporation manufactures and supplies petrochemicals, polymers, and building products worldwide. It operates through two segments, Performance and Essential Materials; and Housing and Infrastructure Products. The Performance and Essential Materials segment manufactures and markets polyethylene, styrene monomer, ethylene co-products, PVC, VCM, ethylene dichloride chlor-alkali, and chlorinated derivative products. The Housing and Infrastructure Products segment manufactures and sells resi",能源与材料,化工与气体,,,rule,0.70,0,
ok,WMG,Warner Music Group Corp.,Communication Services,Entertainment,,,"Warner Music Group Corp. operates as a music entertainment company in the United States, the United Kingdom, Germany, and internationally. The company operates through Recorded Music and Music Publishing segments. The Recorded Music segment is involved in the discovery and development of recording artists, as well as related marketing, promotion, distribution, sale, and licensing of music created by such recording artists; markets its music catalog through compilations and reissuances of previou",互联网与软件,流媒体与内容,,,rule,0.70,0,
ok,WMS,"Advanced Drainage Systems, Inc.",Industrials,Construction,,,"Advanced Drainage Systems, Inc. designs, manufactures, and markets thermoplastic corrugated pipes and related water management products, and drainage solutions for use in the underground construction and infrastructure marketplace in the United States, Canada, Mexico, and internationally. The company operates through Pipe, International, Infiltrator, and Allied Products & Other segments. It offers single, double, and triple wall corrugated polypropylene and polyethylene pipes; plastic leachfield",工业与航天,工程与建筑,,,rule,0.70,0,
ok,WPC,W. P. Carey Inc.,Real Estate,REIT - Diversified,,,"W. P. Carey ranks among the largest net lease REITs with an enterprise value of approximately $18 billion and a diversified portfolio of operationally-critical commercial real estate that includes 1,215 net lease properties covering approximately 142 million square feet as of September 30, 2020. For nearly five decades, the company has invested in high-quality single-tenant industrial, warehouse, office, retail and self-storage properties subject to long-term net leases with built-in rent escala",地产与公用,住宅与商业REIT,,,rule,0.70,0,
ok,WSO,"Watsco, Inc.",Industrials,Industrial - Distribution,,,"Watsco, Inc., together with its subsidiaries, distributes air conditioning, heating, refrigeration equipment, and related parts and supplies. The company distributes equipment comprising residential ducted and ductless air conditioners, such as gas, electric, and oil furnaces; commercial air conditioning and heating equipment systems; and other specialized equipment. It also offers parts, including replacement compressors, evaporator coils, motors, and other component parts; and supplies, such a",工业与航天,工业自动化与机械,,,rule,0.70,0,
ok,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical - Instruments & Supplies,,,"West Pharmaceutical Services, Inc. designs, manufactures, and sells containment and delivery systems for injectable drugs and healthcare products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Proprietary Products and Contract-Manufactured Products. The Proprietary Products segment offers stoppers and seals for injectable packaging systems; syringe and cartridge components, including custom solutions for the needs of injectable drug applicati",创新药与生命科学,医疗器械,,,rule,0.70,0,
ok,WTFC,Wintrust Financial Corporation,Financial Services,Banks - Regional,,,"Wintrust Financial Corporation operates as a financial holding company. It operates in three segments: Community Banking, Specialty Finance, and Wealth Management. The Community Banking segment offers non-interest bearing deposits, non-brokered interest-bearing transaction accounts, and savings and domestic time deposits; home equity, consumer, and real estate loans; safe deposit facilities; and automatic teller machine (ATM), online and mobile banking, and other services. It also engages in the",金融,大型综合银行,,,rule,0.70,0,
ok,WTRG,"Essential Utilities, Inc.",Utilities,Regulated Water,,,"Essential Utilities, Inc., through its subsidiaries, operates regulated utilities that provide water, wastewater, or natural gas services in the United States. It offers water services through operating and maintenance contract with municipal authorities and other parties. The company also provides non-utility raw water supply services for firms in the natural gas drilling industry; and water and sewer line protection solutions, and repair services to households through a third-party. It serves ",地产与公用,电力与公用,,,rule,0.70,0,
ok,WTS,"Watts Water Technologies, Inc.",Industrials,Industrial - Machinery,,,"Watts Water Technologies, Inc. designs, manufactures, and sells products, solution, and systems that manage and conserve the flow of fluids and energy into, through and out of buildings in the commercial and residential markets in the Americas, Europe, the Asia-Pacific, the Middle East, and Africa. The company offers residential and commercial flow control products, including backflow preventers, water pressure regulators, temperature and pressure relief valves, and thermostatic mixing valves. I",工业与航天,工业自动化与机械,,,rule,0.70,0,
ok,WULF,TeraWulf Inc.,Financial Services,Financial - Capital Markets,,,"TeraWulf Inc., together with its subsidiaries, operates as a digital asset technology company in the United States. It develops, owns, and operates bitcoin mining facility sites. The company operates two bitcoin mining facility sites located in New York and Pennsylvania. TeraWulf Inc. is based in Easton, Maryland.",金融,投资银行与交易,,,rule,0.70,0,
ok,WWD,"Woodward, Inc.",Industrials,Aerospace & Defense,,,"Woodward, Inc. designs, manufactures, and services control solutions for the aerospace and industrial markets worldwide. The company operates through two segments: Aerospace and Industrial. The Aerospace segment provides fuel pumps, metering units, actuators, air valves, specialty valves, fuel nozzles, and thrust reverser actuation systems for turbine engines and nacelles, and flight deck controls, actuators, servocontrols, motors, and sensors for aircraft. These products are used on commercial ",工业与航天,航空航天与国防,,,rule,0.70,0,
ok,XELLL,"Xcel Energy Inc. 6.25% Junior Subordinated Notes, Series due 2085",Financial Services,Asset Management,,,"Xcel Energy Inc., through its subsidiaries, engages in the generation, purchasing, transmission, distribution, and sale of electricity in the United States. It operates through Regulated Electric Utility and Regulated Natural Gas Utility segments. The company generates electricity through wind, nuclear, hydroelectric, biomass, and solar energy sources, as well as coal, natural gas, oil, wood, and refuse-derived fuels. It also purchases, transports, distributes, and sells natural gas to retail cu",金融,资产管理,,,rule,0.70,0,
ok,XPEV,XPeng Inc.,Consumer Cyclical,Auto - Manufacturers,,,"XPeng Inc. designs, develops, manufactures, and markets smart electric vehicles in the People's Republic of China. It offers SUVs under the G3 and G3i names; four-door sports sedans under the P7 name; and family sedans under the P5 name. The company also provides sales contracts, maintenance, super charging, vehicle leasing, insurance agency, ride-hailing, technical support, automotive loan referral and auto financing, music subscription, and other services. XPeng Inc. was founded in 2015 and is",自动驾驶与机器人,电动车整车,,,rule,0.70,0,
ok,XPO,"XPO Logistics, Inc.",Industrials,Integrated Freight & Logistics,,,"XPO Logistics, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and Brokerage and Other Services. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite regional, inter-regional, and transcontinental LTL freight services. This segment also offers cross-bor",工业与航天,物流与航运,,,rule,0.70,0,
ok,YPF,YPF Sociedad Anónima,Energy,Oil & Gas Integrated,,,"YPF Sociedad Anónima, an energy company, engages in the oil and gas upstream and downstream activities in Argentina. The company's upstream operations include the exploration, development, and production of crude oil, natural gas, and NGLs. Its downstream operations include the refining, marketing, transportation, and distribution of oil, petroleum products, petroleum derivatives, petrochemicals, LPG, and bio-fuels, as well as in gas separation, natural gas distribution operations, and power gen",能源与材料,综合油气,,,rule,0.70,0,
ok,YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants,,,"Yum China Holdings, Inc. owns, operates, and franchises restaurants in China. The company operates through two segments, KFC and Pizza Hut. It operates restaurants under the KFC, Pizza Hut, Little Sheep, Huang Ji Huang, Lavazza, COFFii & JOY, Taco Bell, and East Dawning brands, which specialize in chicken, pizza, hot pot cooking, simmer pot, Italian coffee, specialty coffee, Mexican-style food, and Chinese food categories. The company also operates V-Gold Mall, a mobile e-commerce platform, whic",消费与零售,餐饮,,,rule,0.70,0,
ok,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical - Devices,,,"Zimmer Biomet Holdings, Inc., together with its subsidiaries, operates in the musculoskeletal healthcare business in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company designs, manufactures, and markets orthopaedic reconstructive products, such as knee and hip products; S.E.T. products, including sports medicine, biologics, foot and ankle, extremities, and trauma products; spine products comprising medical devices and surgical instruments; and face and skull reconst",创新药与生命科学,医疗器械,,,rule,0.70,0,
ok,ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,,,"ZTO Express (Cayman) Inc. provides express delivery and other value-added logistics services in the People's Republic of China. The company offers delivery services for e-commerce and traditional merchants, and other express service users. As of December 31, 2021, it operated a fleet of approximately 10,900 trucks. The company was founded in 2002 and is headquartered in Shanghai, the People's Republic of China.",工业与航天,物流与航运,,,rule,0.70,0,
ok,VICR,,,,,,,半导体,模拟与功率,数据中心电力;AI算力,Vicor 设计制造模块化电源转换器件，为 AI 数据中心 GPU 等高密度处理器提供垂直供电（VPD）高密度供电方案。,llm,0.72,0,
ok,ARMK,Aramark,Industrials,Specialty Business Services,,,"Aramark provides food, facilities, and uniform services to education, healthcare, business and industry, sports, leisure, and corrections clients in the United States and internationally. It operates through three segments: Food and Support Services United States, Food and Support Services International, and Uniform and Career Apparel. The company offers food-related managed services, including dining, catering, food service management, and convenience-oriented retail services; non-clinical supp",消费与零售,餐饮,防御股,为教育、医疗、企业、体育休闲及矫正机构提供餐饮、设施和制服管理外包服务的综合性服务商。,llm,0.75,0,
ok,ARW,"Arrow Electronics, Inc.",Technology,Technology Distributors,,,"Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Global Components and Global Enterprise Computing Solutions. The Global Components segment markets and distributes semiconductor products and related services; passive, electro-mechanical, and interconnect products, including ca",半导体,芯片IP/EDA/Fabless其他,半导体周期;AI算力,全球电子元器件与企业计算解决方案分销商，连接半导体厂商与工业商用客户，业绩与半导体周期高度相关,llm,0.75,0,
ok,CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,,,"Crown Holdings, Inc. designs, manufactures, and sells packaging products and equipment for consumer goods and industrial products in the Americas, Europe, and the Asia Pacific. It offers products for consumer goods, including steel and aluminum cans for food and beverage industries. The company also provides products for industrial products, such as steel and plastic strap consumables and equipment, paper-based protective packaging, and plastic film consumables and equipment to metals, food and ",能源与材料,化工与气体,,全球领先的金属包装制造商，为食品饮料行业提供钢制和铝制罐及工业包装产品。,llm,0.75,0,
ok,AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,,,"Amcor plc develops, produces, and sells packaging products in Europe, North America, Latin America, Africa, and the Asia Pacific regions. The company operates through two segments, Flexibles and Rigid Packaging. The Flexibles segment provides flexible and film packaging products in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries. The Rigid Packaging segment offers rigid containers for a range of beverage and food products, includi",能源与材料,化工与气体,防御股,全球软包装与刚性包装巨头，为食品饮料、医药、个护等行业提供包装解决方案,llm,0.78,0,
ok,APTV,Aptiv PLC,Consumer Cyclical,Auto - Parts,,,"Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates in two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable",自动驾驶与机器人,自动驾驶感知系统,自动驾驶/FSD;关税敞口,全球汽车电气架构与高级辅助驾驶/用户体验系统Tier-1供应商，为整车厂提供线束、连接器、感知与安全电子方案。,llm,0.78,0,
ok,AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,,,"Avery Dennison Corporation manufactures and markets pressure-sensitive materials and products in the United States, Europe, Asia, Latin America, and internationally. The company's Label and Graphic Materials segment offers pressure-sensitive label and packaging materials; and graphics and reflective products under the Fasson, JAC, Avery Dennison, and Mactac brands, as well as durable cast and reflective films. It provides its products to the home and personal care, beer and beverage, durables, p",能源与材料,化工与气体,,全球压敏标签材料龙头，为消费包装、零售标签、RFID 和工业图形提供基材与解决方案。,llm,0.78,0,
ok,EFX,Equifax Inc.,Industrials,Consulting Services,,,"Equifax Inc. provides information solutions and human resources business process automation outsourcing services for businesses, governments, and consumers. The company operates through three segments: Workforce Solutions, U.S. Information Solutions (USIS), and International. The Workforce Solutions segment offers employment, income, criminal history, and social security number verification services, as well as payroll-based transaction, employment tax management, and identity theft protection p",金融,支付与金融科技,利率敏感,全球三大消费征信机构之一，提供信用数据、Workforce Solutions 工资验证及身份认证服务,llm,0.78,0,
ok,FLUT,Flutter Entertainment plc,Consumer Cyclical,"Gambling, Resorts & Casinos",,,"Flutter Entertainment plc operates as a sports betting and gaming company in the United Kingdom, Ireland, Australia, the United States, and internationally. The company operates through four segments: UK & Ireland, Australia, International, and US. It offers sportsbooks and exchange sports betting products, daily fantasy sports products, and pari-mutuel betting products; fixed odds games betting products; online games and casinos; lottery; peer-to-peer games, including online bingo, rummy, and p",消费与零售,可选消费品牌,,全球领先的体育博彩与在线博彩运营商，旗下拥有FanDuel等品牌覆盖英国、爱尔兰、澳大利亚、美国及国际市场。,llm,0.78,0,
ok,IONQ,"IonQ, Inc.",Technology,Computer Hardware,,,"IonQ, Inc. engages in the development of general-purpose quantum computing systems. It sells access to quantum computers with 20 qubits. The company makes access to its quantum computers through cloud platforms, such as Amazon Web Services' (AWS) Amazon Braket, Microsoft's Azure Quantum, and Google's Cloud Marketplace, as well as through its cloud service. IonQ, Inc. was founded in 2015 and is headquartered in College Park, Maryland.",AI算力与云,AI平台与数据SaaS,量子计算;AI算力,通用量子计算系统开发商，通过AWS Braket、Azure Quantum、Google Cloud等云平台销售20比特量子计算机访问权。,llm,0.78,0,
ok,IT,"Gartner, Inc.",Industrials,Consulting Services,,,"Gartner, Inc. operates as a research and advisory company in the United States, Canada, Europe, the Middle East, Africa, and internationally. It operates through three segments: Research, Conferences, and Consulting. The Research segment delivers its research primarily through a subscription service that include on-demand access to published research content, data and benchmarks, and direct access to a network of research experts. The Conferences segment offers business professionals in an organ",互联网与软件,企业SaaS,AI应用层,全球IT研究咨询龙头，订阅制研究服务覆盖企业技术决策者，受益于企业AI转型咨询需求。,llm,0.78,0,
ok,LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,,,"Lennar Corporation, together with its subsidiaries, operates as a homebuilder primarily under the Lennar brand in the United States. It operates through Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Financial Services, Multifamily, and Lennar Other segments. The company's homebuilding operations include the construction and sale of single-family attached and detached homes, as well as the purchase, development, and sale of residential land; and development, cons",地产与公用,住宅与商业REIT,房地产周期;利率敏感,美国大型住宅建筑商，主营独栋及联排住宅的开发与销售，并经营金融服务、多户住宅及土地开发业务,llm,0.78,0,
ok,MLI,"Mueller Industries, Inc.",Industrials,Manufacturing - Metal Fabrication,,,"Mueller Industries, Inc. manufactures and sells copper, brass, aluminum, and plastic products in the United States, the United Kingdom, Canada, South Korea, the Middle East, China, and Mexico. It operates through three segments: Piping Systems, Industrial Metals, and Climate. The Piping Systems segment offers copper tubes, fittings, line sets, and pipe nipples; PEX plumbing and radiant systems; and plumbing-related fittings and plastic injection tooling. It also resells steel pipes, brass and pl",能源与材料,矿业与金属,工业资本开支,铜、黄铜、铝及塑料管材与配件制造商，三大业务为管道系统、工业金属和气候控制,llm,0.78,0,
ok,MOD,Modine Manufacturing Company,Consumer Cyclical,Auto - Parts,,,"Modine Manufacturing Company provides engineered heat transfer systems and heat transfer components for use in on- and off-highway original equipment manufacturer (OEM) vehicular applications. It operates through Climate Solutions and Performance Technologies segments. The company offers gas-fired, hydronic, electric, and oil-fired unit heaters; indoor and outdoor duct furnaces; infrared units; perimeter heating products, such as commercial fin-tube radiation, cabinet unit heaters, and convector",工业与航天,工业自动化与机械,数据中心冷却;AI基建材料,工程化热传输系统与组件制造商，业务横跨车辆OEM冷却与商用暖通，并通过Climate Solutions切入数据中心液冷与空气处理设备赛道。,llm,0.78,0,
ok,NTAP,"NetApp, Inc.",Technology,Computer Hardware,,,"NetApp, Inc. provides cloud-led and data-centric services to manage and share data on-premises, and private and public clouds worldwide. It operates in two segments, Hybrid Cloud and Public Could. The company offers intelligent data management software, such as NetApp ONTAP, NetApp Snapshot, NetApp SnapCenter Backup Management, NetApp SnapMirror Data Replication, NetApp SnapLock Data Compliance, NetApp ElementOS software, and NetApp SANtricity software; and storage infrastructure solutions, incl",AI算力与云,数据中心网络设备,存储;AI算力,企业级数据存储与混合云数据管理软硬件供应商，ONTAP 操作系统驱动 AI 数据基础设施,llm,0.78,0,
ok,NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,,,"Nutanix, Inc. provides an enterprise cloud platform in North America, Europe, the Asia Pacific, the Middle East, Latin America, and Africa. The company offers Acropolis converges virtualization, enterprise storage services, and networking visualization and security services; Acropolis Hypervisor, an enterprise-grade virtualization solution; Nutanix Karbon for automated deployment and management of Kubernetes clusters to simplify the provisioning, operations, and lifecycle management of cloud-nat",AI算力与云,AI平台与数据SaaS,存储;AI基建材料,提供企业级超融合基础设施（HCI）软件平台，整合计算、存储和虚拟化，帮助企业构建私有云和混合云。,llm,0.78,0,
